compound,cas,group1,group2,group3,C,H,O,S,N,MW,anchor
C44 Alkene/Cycloalkane,,Alkene/Cycloalkane,,,44,88,,,,617.188,nonane
1-Methyl-2-phenylcyclopropane,003145-76-4,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
1-Methyl-2-phenylcyclopropane,003145-76-4,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
Bicyclo[4.1.0]hept-2-ene,002566-57-6,Aromatic,1Ring,Alkylbenzene,7,10,,,,94.157,nonane
"1,3,5-Trimethylbenzene",108-67-8,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
"Benzene, (1-methylethyl)-",98-82-8,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
"Benzene, 1,2-diethyl-3,4-dimethyl-",54410-75-2,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 1,2,3-trimethyl-",000526-73-8,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
"Benzene, 1,2,4-trimethyl-5-(1-methylethyl)-",10222-95-4,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 1,2,4-trimethyl-",95-63-6,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
"Benzene, 1,3,5-trimethyl-",000108-67-8,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
"Benzene, 1-ethenyl-2-methyl-",000611-15-4,Aromatic,1Ring,Alkylbenzene,9,10,,,,118.179,nonane
"Benzene, 1-ethenyl-4-methyl-",622-97-9,Aromatic,1Ring,Alkylbenzene,9,10,,,,118.179,nonane
"Benzene, 1-ethyl-2-methyl-",000611-14-3,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
"Benzene, 1-ethyl-2-methyl-",000620-14-4,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
"Benzene, 1-ethyl-4-methyl-",622-96-8,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
"Benzene, 1-propenyl-",000637-50-3,Aromatic,1Ring,Alkylbenzene,9,10,,,,118.179,nonane
"Benzene, 2-propenyl-",000300-57-2,Aromatic,1Ring,Alkylbenzene,9,10,,,,118.179,nonane
"Benzene, propyl-",000103-65-1,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
C9 Aromatic,,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
Mesitylene,108-67-8,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
(E)-1-Phenyl-1-butene,1005-64-7,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
1-Phenyl-1-butene,824-90-8,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
3-Phenylbut-1-ene,000934-10-1,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
3-Phenylbut-1-ene,000934-10-1,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 1-methyl-2-(1-methyl-2-propenyl)-",97664-19-2,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, (1,1-dimethyl-2-propenyl)-",18321-36-3,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, (1,2-dimethyl-1-propenyl)-",000769-57-3,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, (1,2-dimethyl-1-propenyl)-",000769-57-3,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, (1-methyl-1-propenyl)-, (E)-",000768-00-3,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, (1-methyl-1-propenyl)-, (E)-",000768-00-3,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, (1-methyl-2-cyclopropen-1-yl)-",065051-83-4,Aromatic,1Ring,Alkylbenzene,10,10,,,,130.19,nonane
"Benzene, (1-methylpropyl)-",135-98-8,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, (2-methyl-1-propenyl)-",000768-49-0,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, (2-methyl-2-propenyl)-",003290-53-7,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, (2-methylpropyl)-",000538-93-2,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1,2,3,4-tetramethyl-",000488-23-3,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1,2,3,5-tetramethyl-",000527-53-7,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1,2,4,5-tetramethyl-",000095-93-2,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1,3-diethyl-",000141-93-5,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1,3-diethyl-",000141-93-5,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1,4-diethyl-",000105-05-5,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1,4-dipropyl-",4815-57-0,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1-butynyl-",000622-76-4,Aromatic,1Ring,Alkylbenzene,10,10,,,,130.19,nonane
"Benzene, 1-butynyl-",000622-76-4,Aromatic,1Ring,Alkylbenzene,10,10,,,,130.19,nonane
"Benzene, 1-ethenyl-3-ethyl-",007525-62-4,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 1-ethenyl-4-ethyl-",003454-07-7,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 1-ethenyl-4-ethyl-",003454-07-7,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 1-ethyl-2,3-dimethyl-",000933-98-2,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1-ethyl-2,4-dimethyl-",000874-41-9,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1-ethyl-3,5-dimethyl-",000934-74-7,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1-methyl-2-(1-methylethyl)-",000527-84-4,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1-methyl-2-(2-propenyl)-",1587-04-8,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 1-methyl-2-propyl-",1074-17-5,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1-methyl-3-(1-methylethyl)-",000535-77-3,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1-methyl-3-propyl-",001074-43-7,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1-methyl-4-(2-propenyl)-",003333-13-9,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 1-methyl-4-propyl-",001074-55-1,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 2,4-dimethyl-1-(1-methylethyl)-",004706-89-2,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 2,4-dimethyl-1-(1-methylethyl)-",004706-89-2,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 2-butenyl-",001560-06-1,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 2-butenyl-",001560-06-1,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 2-ethenyl-1,3-dimethyl-",002039-90-9,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 2-ethenyl-1,4-dimethyl-",002039-89-6,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 2-ethyl-1,3-dimethyl-",002870-04-4,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 2-ethyl-1,4-dimethyl-",001758-88-9,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 4-ethenyl-1,2-dimethyl-",027831-13-6,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Benzene, 4-ethyl-1,2-dimethyl-",000934-80-5,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, butyl-",000104-51-8,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, n-butyl-",104-51-8,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, tert-butyl-",98-06-6,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1,2,4,5-tetraethyl-",635-81-4,Aromatic,1Ring,Alkylbenzene,14,22,,,,190.33,nonane
"Benzene, 1-(1,1-dimethylethyl)-3-methyl-",1075-38-3,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene,1-methyl-1,2-propadienyl-",022433-39-2,Aromatic,1Ring,Alkylbenzene,10,10,,,,130.19,nonane
"Benzene,1-methyl-1,2-propadienyl-",022433-39-2,Aromatic,1Ring,Alkylbenzene,10,10,,,,130.19,nonane
C10 Aromatic,,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
o-Cymene,527-84-4,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
p-Cymene,000099-87-6,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"p-Mentha-1,5,8-triene",021195-59-5,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"p-Mentha-1,5,8-triene",021195-59-5,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"(1-Methylbuta-1,3-dienyl)benzene",054758-36-0,Aromatic,1Ring,Alkylbenzene,11,12,,,,144.217,nonane
"3,4-Dimethylcumene",1000370-34-1,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"3,4-Dimethylcumene",1000370-34-1,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
4-tert-Butyltoluene,98-51-1,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, (1,1-dimethylpropyl)-",2049-95-8,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, (1,2-dimethylpropyl)-",4481-30-5,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, (1-ethyl-1-propenyl)-",4701-36-4,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, (1-ethyl-1-propenyl)-",004701-36-4,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, (1-ethyl-1-propenyl)-",004701-36-4,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, (1-ethyl-2-propenyl)-",19947-22-9,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, (1-ethylpropyl)-",1196-58-3,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, (1-methyl-1-butenyl)-",053172-84-2,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, (1-methyl-3-butenyl)-",10340-49-5,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, (1-methylbutyl)-",2719-52-0,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, (2-cyclopropylethenyl)-",1000142-01-6,Aromatic,1Ring,Alkylbenzene,11,12,,,,144.217,nonane
"Benzene, (2-methyl-1-butenyl)-",56253-64-6,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, (2-methylbutyl)-",3968-85-2,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, (3-methyl-2-butenyl)-",004489-84-3,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, (3-methylbutyl)-",2049-94-7,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 1,3-diethyl-5-methyl-",002050-24-0,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 1,3-dimethyl-5-(1-methylethyl)-",004706-90-5,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 1,4-diethyl-2-methyl-",13632-94-5,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 1,4-dimethyl-2-(1-methylethyl)-",004132-72-3,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 1-ethyl-2,4,5-trimethyl-",0017851-27-3,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 1-ethyl-4-(1-methylethyl)-",004218-48-8,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 1-methyl-3-(1-methyl-2-propenyl)-",52161-57-6,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, 1-methyl-4-(1-methylpropyl)-",001595-16-0,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 1-methyl-4-(2-methylpropyl)-",005161-04-6,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 1-methyl-4-butyl",001595-05-7,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 2,4-diethyl-1-methyl-",001758-85-6,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, 2-ethenyl-1,3,5-trimethyl-",000769-25-5,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, 2-ethenyl-1,3,5-trimethyl-",000769-25-5,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, cyclopentyl-",700-88-9,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"Benzene, pentamethyl-",000700-12-9,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
"Benzene, pentyl-",000538-68-1,Aromatic,1Ring,Alkylbenzene,11,16,,,,148.249,nonane
C11 Aromatic,,Aromatic,1Ring,Alkylbenzene,11,16,,,,290.049,nonane
trans-1-Phenyl-1-pentene,016002-93-0,Aromatic,1Ring,Alkylbenzene,11,14,,,,146.233,nonane
"(1-Methylpenta-1,3-dienyl)benzene",116669-49-9,Aromatic,1Ring,Alkylbenzene,12,14,,,,158.244,nonane
"(1-Methylpenta-2,4-dienyl)benzene",1000210-01-1,Aromatic,1Ring,Alkylbenzene,12,14,,,,158.244,nonane
"1,7,7-Trimethyl-2-vinylbicyclo[2.2.1]hept-2-ene",130930-56-2,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, (1,1,2-trimethylpropyl)-",26356-11-6,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, (1,3-dimethylbutyl)-",19219-84-2,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, (1-ethyl-1-methylpropyl)-",1985-97-3,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, (1-ethylbutyl)-",4468-42-2,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, (1-methylpentyl)-",1508852,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, (2-methylpentyl)-",39916-61-5,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 1-(1,1-dimethylethyl)-4-ethenyl-",001746-23-2,Aromatic,1Ring,Alkylbenzene,12,16,,,,160.26,nonane
"Benzene, 1-(1-methylethenyl)-3-(1-methylethyl)-",001129-29-9,Aromatic,1Ring,Alkylbenzene,12,16,,,,160.26,nonane
"Benzene, 1-(2-butenyl)-2,3-dimethyl-",054340-85-1,Aromatic,1Ring,Alkylbenzene,12,16,,,,160.26,nonane
"Benzene, 1,3,5-triethyl-",102-25-0,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 1,3,5-trimethyl-2-(1-methylethenyl)-",014679-13-1,Aromatic,1Ring,Alkylbenzene,12,16,,,,160.26,nonane
"Benzene, 1,3,5-trimethyl-2-propyl-",004810-04-2,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 1,3-bis(1-methylethyl)-",99-62-7,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 1,4-bis(1-methylethyl)-",100-18-5,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 1,4-dimethyl-2-(2-methylpropyl)-",55669-88-0,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 1-ethyl-4-(2-methylpropyl)-",100319-40-2,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 1-methyl-2-(1-ethylpropyl)-",54410-74-1,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 2,4-dimethyl-1-(1-methylpropyl)-",001483-60-9,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 3-ethyl-1,2,4,5-tetramethyl-",031365-98-7,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 4-(2-butenyl)-1,2-dimethyl-, (E)-",054340-86-2,Aromatic,1Ring,Alkylbenzene,12,16,,,,160.26,nonane
"Benzene, hexamethyl-",000087-85-4,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, 1-(1,1-dimethylethyl)-4-ethyl-",7364-19-4,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Benzene, hexyl-",1077-16-3,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
"Bicyclo[4.2.0]octa-1,3,5-triene, 7-butyl-",078920-29-3,Aromatic,1Ring,Alkylbenzene,12,16,,,,160.26,nonane
C12 Aromatic,,Aromatic,1Ring,Alkylbenzene,12,18,,,,162.276,nonane
Hex-1-enylbenzene,828-15-9,Aromatic,1Ring,Alkylbenzene,12,16,,,,160.26,nonane
"(1,4-Dimethylpent-2-enyl)benzene",,Aromatic,1Ring,Alkylbenzene,13,18,,,,174.287,nonane
"(E)-1-(2,3,6-trimethylphenyl)buta-1,3-diene (TPB, 1)",1000357-25-7,Aromatic,1Ring,Alkylbenzene,13,16,,,,172.271,nonane
1-Methyl-2-n-hexylbenzene,1595-10-4,Aromatic,1Ring,Alkylbenzene,13,20,,,,176.303,nonane
1-Methyl-4-n-hexylbenzene,1595-01-3,Aromatic,1Ring,Alkylbenzene,13,20,,,,176.303,nonane
3-Ethyl-3-phenyl-1-pentene,19781-34-1,Aromatic,1Ring,Alkylbenzene,13,18,,,,174.287,nonane
"Benzene, (1,1-diethylpropyl)-",4170-84-7,Aromatic,1Ring,Alkylbenzene,13,20,,,,176.303,nonane
"Benzene, (1-methylhexyl)-",2132-84-5,Aromatic,1Ring,Alkylbenzene,13,20,,,,176.303,nonane
"Benzene, (1-propylbutyl)-",2132-86-7,Aromatic,1Ring,Alkylbenzene,13,20,,,,176.303,nonane
"Benzene, [1-(2,4-cyclopentadien-1-ylidene)ethyl]-",002320-32-3,Aromatic,1Ring,Alkylbenzene,13,12,,,,168.239,nonane
"Benzene, heptyl-",001078-71-3,Aromatic,1Ring,Alkylbenzene,13,20,,,,176.303,nonane
"Benzene, 2-methyl-1,4-bis(1-methylethyl)-",58502-85-5,Aromatic,1Ring,Alkylbenzene,13,20,,,,176.303,nonane
C13 Aromatic,,Aromatic,1Ring,Alkylbenzene,13,20,,,,176.303,nonane
"Benzene, (1-methylheptyl)-",777-22-0,Aromatic,1Ring,Alkylbenzene,14,22,,,,190.33,nonane
"Benzene, (1-propylpentyl)-",18335-17-6,Aromatic,1Ring,Alkylbenzene,14,22,,,,190.33,nonane
"Benzene, (4,5,5-trimethyl-1,3-cyclopentadien-1-yl)-",033930-85-7,Aromatic,1Ring,Alkylbenzene,14,16,,,,184.282,nonane
"Benzene, 1-(1-ethylpropyl)-2-propyl-",54789-15-0,Aromatic,1Ring,Alkylbenzene,14,22,,,,190.33,nonane
"Benzene, 1-isopentyl-2,4,5-trimethyl-",10425-90-8,Aromatic,1Ring,Alkylbenzene,14,22,,,,190.33,nonane
"Benzene, octyl-",2189-60-8,Aromatic,1Ring,Alkylbenzene,14,22,,,,190.33,nonane
C14 Aromatic,,Aromatic,1Ring,Alkylbenzene,14,22,,,,190.33,nonane
"Benzene, 1-(1,5-dimethylhexyl)-4-methyl-",1461-02-5,Aromatic,1Ring,Alkylbenzene,15,24,,,,204.357,nonane
"Benzene, 1,2,4-tripropyl-",41898-97-9,Aromatic,1Ring,Alkylbenzene,15,24,,,,204.357,nonane
"Benzene, nonyl-",1081-77-2,Aromatic,1Ring,Alkylbenzene,15,24,,,,204.357,nonane
"Benzene, (1-methyl-1-propylpentyl)-",54932-91-1,Aromatic,1Ring,Alkylbenzene,15,24,,,,204.357,nonane
C15 Alkylbenzene,,Aromatic,1Ring,Alkylbenzene,15,24,,,,204.357,nonane
C16 Alkylbenzene,,Aromatic,1Ring,Alkylbenzene,16,26,,,,218.384,nonane
"Hexane, 2-phenyl-3-propyl-",,Aromatic,1Ring,Alkylbenzene,15,24,,,,204.357,nonane
"Benzene, (1-methylnonyl)-",4537-13-7,Aromatic,1Ring,Alkylbenzene,16,26,,,,218.384,nonane
"Benzene, (1-propylheptyl)-",004537-12-6,Aromatic,1Ring,Alkylbenzene,16,26,,,,218.384,nonane
C17 Alkylbenzene,,Aromatic,1Ring,Alkylbenzene,17,28,,,,232.411,nonane
"Benzene, (1,1-dimethyldecyl)-",27854-40-6,Aromatic,1Ring,Alkylbenzene,18,30,,,,246.438,nonane
"Benzene, (1-methylundecyl)-",2719-61-1,Aromatic,1Ring,Alkylbenzene,18,30,,,,246.438,nonane
C18 Alkylbenzene,,Aromatic,1Ring,Alkylbenzene,18,30,,,,246.438,nonane
Benzene,71-43-2,Aromatic,1Ring,Benzene,6,6,,,,78.114,nonane
Styrene,000100-42-5,Aromatic,1Ring,Styrene,8,8,,,,104.152,nonane
"2,4-Dimethylstyrene",2234-20-0,Aromatic,1Ring,Styrene,10,12,,,,132.206,nonane
o-Methylstyrene,100-80-1,Aromatic,1Ring,Styrene,9,10,,,,118.179,nonane
"m,p-Methylstyrene",,Aromatic,1Ring,Styrene,9,10,,,,118.179,nonane
Toluene,000108-88-3,Aromatic,1Ring,Toluene,7,8,,,,92.141,nonane
"1,3,5-Cycloheptatriene",544-25-2,Aromatic,1Ring,Toluene,7,8,,,,92.141,nonane
"Benzene, 1,3-dimethyl-",000106-42-3,Aromatic,1Ring,Xylene,8,10,,,,106.168,nonane
Ethylbenzene,000100-41-4,Aromatic,1Ring,Xylene,8,10,,,,106.168,nonane
m-Xylene,000108-38-3,Aromatic,1Ring,Xylene,8,10,,,,106.168,nonane
o-Xylene,000095-47-6,Aromatic,1Ring,Xylene,8,10,,,,106.168,nonane
p-Xylene,000106-42-3,Aromatic,1Ring,Xylene,8,10,,,,106.168,nonane
"m,p-Xylene",,Aromatic,1Ring,Xylene,8,10,,,,106.168,nonane
"Benzene, 1-methyl-4-(4-methyl-4-pentenyl)-",,Aromatic,1Ring,Alkylbenzene,13,18,,,,174.287,nonane
"Benzene, 1-ethenyl-3,5-dimethyl-",,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
cis-Stilbene,,Aromatic,1Ring,Alkylbenzene,14,12,,,,180.25,nonane
"Benzene, 1-ethyl-3-methyl-",,Aromatic,1Ring,Alkylbenzene,9,12,,,,120.195,nonane
"Benzene, 1-ethenyl-3-methyl-",,Aromatic,1Ring,Alkylbenzene,9,10,,,,118.179,nonane
(Z)-1-Phenylpropene,,Aromatic,1Ring,Alkylbenzene,9,10,,,,118.179,nonane
3-Carene,013466-78-9,Aromatic,1Ring,,10,16,,,,136.238,nonane
(+)-3-Carene,000498-15-7,Aromatic,1Ring,,10,16,,,,136.238,nonane
"1H-Indene, 2,3,4,5,6,7-hexahydro-",00695-90-9,Aromatic,2Ring,Partially hydrogenated,9,14,,,,122.211,nonane
"2H-Indene, 3,3a,4,5,6,7-hexahydro-",18159-32-5,Aromatic,2Ring,Partially hydrogenated,9,14,,,,122.211,nonane
"1,2,3,4,5,8-Hexahydronaphthalene",36231-13-7,Aromatic,2Ring,Partially hydrogenated,10,14,,,,134.222,nonane
"Benzene, 1,1'-propylidenebis-",1530-03-6,Aromatic,2Ring,Biphenyl,15,16,,,,196.293,nonane
"Benzene, 1,1'-(1,2-ethenediyl)bis[2-methyl-",10311-74-7,Aromatic,2Ring,Biphenyl,16,16,,,,208.304,nonane
"Benzene, 1,4-bis(1-methylethenyl)-",001605-18-1,Aromatic,2Ring,Biphenyl,12,14,,,,158.244,nonane
Biphenyl,000092-52-4,Aromatic,2Ring,Biphenyl,12,10,,,,154.212,nonane
Biphenylene,259-79-0,Aromatic,2Ring,Biphenyl,12,8,,,,152.196,nonane
"1,1'-Biphenyl, 2-methyl-",000643-58-3,Aromatic,2Ring,Biphenyl,13,12,,,,168.239,nonane
"1,1'-Biphenyl, 3-methyl-",000643-93-6,Aromatic,2Ring,Biphenyl,13,12,,,,168.239,nonane
"1,1'-Biphenyl, 4-methyl-",000644-08-6,Aromatic,2Ring,Biphenyl,13,12,,,,168.239,nonane
Diphenylmethane,000101-81-5,Aromatic,2Ring,Biphenyl,13,12,,,,168.239,nonane
"1,1'-Biphenyl, 2,3'-dimethyl-",000611-43-8,Aromatic,2Ring,Biphenyl,14,14,,,,182.266,nonane
"1,1'-Biphenyl, 2,4'-dimethyl-",611-61-0,Aromatic,2Ring,Biphenyl,14,14,,,,182.266,nonane
"1,1'-Biphenyl, 2-ethyl-",001812-51-7,Aromatic,2Ring,Biphenyl,14,14,,,,182.266,nonane
"1,1'-Biphenyl, 3,4'-dimethyl-",007383-90-6,Aromatic,2Ring,Biphenyl,14,14,,,,182.266,nonane
"2,2'-Dimethylbiphenyl",000605-39-0,Aromatic,2Ring,Biphenyl,14,14,,,,182.266,nonane
"3,3'-Dimethylbiphenyl",000612-75-9,Aromatic,2Ring,Biphenyl,14,14,,,,182.266,nonane
"3,3'-Dimethylbiphenyl",000612-75-9,Aromatic,2Ring,Biphenyl,14,14,,,,182.266,nonane
"4,4'-Dimethylbiphenyl",000613-33-2,Aromatic,2Ring,Biphenyl,14,14,,,,182.266,nonane
4-Ethylbiphenyl,5707-44-8,Aromatic,2Ring,Biphenyl,14,14,,,,182.266,nonane
Bibenzyl,000103-29-7,Aromatic,2Ring,Biphenyl,14,14,,,,182.266,nonane
"1,1'-Biphenyl, 4-(1-methylethyl)-",7116-95-2,Aromatic,2Ring,Biphenyl,15,16,,,,196.293,nonane
à-Methylstilbene,779-51-1,Aromatic,2Ring,Biphenyl,15,14,,,,194.277,nonane
"Benzene, 1,1'-(1,3-propanediyl)bis-",1081-75-0,Aromatic,2Ring,Biphenyl,15,16,,,,196.293,nonane
"Benzene, 1,1'-(1-methyl-1,2-ethanediyl)bis-",5814-85-7,Aromatic,2Ring,Biphenyl,15,16,,,,196.293,nonane
"Benzene, 1,1'-methylenebis[3-methyl-",021895-14-7,Aromatic,2Ring,Biphenyl,15,16,,,,196.293,nonane
C15 Biphenyl,,Aromatic,2Ring,Biphenyl,15,16,,,,196.293,nonane
